function_kind,function_name,duration_ms,time_stamp,attributes
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.036,2019-06-04T18:09:15.894558Z,"{""x_desc"":{""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]}},""w_desc"":{""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""y_desc"":{""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,12,12],""type"":""int""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""time_stamp"":""2019-06-04T18:09:15.894558Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""conv_desc"":{""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""val"":[1,1],""type"":""int""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""array_length"":{""type"":""int"",""val"":2},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""group_count"":{""type"":""int"",""val"":2}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""duration"":0}"
ConvolutionForward,cudnnConvolutionForward,0.064,2019-06-04T18:09:15.894594Z,"{""x_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,384,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349420863488}},""work_space_size_in_bytes"":{""opinfo"":{""val"":4916228,""type"":""size_t""}},""y_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894594Z"",""function_kind"":""ConvolutionForward"",""function_name"":""cudnnConvolutionForward"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""w_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349408280576}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""group_count"":{""type"":""int"",""val"":2},""array_length"":{""val"":2,""type"":""int""},""stride_a"":{""type"":""int"",""val"":[1,1]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""val"":[0,0],""type"":""int""},""dilation_a"":{""type"":""int"",""val"":[1,1]}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""y_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,12,12],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]}}}"
AddTensor,cudnnAddTensor,0.045,2019-06-04T18:09:15.894658Z,"{""src_dest_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""function_kind"":""AddTensor"",""function_name"":""cudnnAddTensor"",""time_stamp"":""2019-06-04T18:09:15.894658Z"",""handle"":{""opinfo"":{""stream_id"":140349062284240,""type"":""cudnnHandle_t""}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""duration"":0,""bias_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,1,1]},""stride_a"":{""type"":""int"",""val"":[256,1,1,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""bias_data"":{""opinfo"":{""location"":""dev"",""addr"":140349410050048}},""src_dest_data"":{""opinfo"":{""addr"":140349418766336,""location"":""dev""}}}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.018,2019-06-04T18:09:15.894703Z,"{""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""h"":{""opinfo"":{""type"":""int"",""val"":13}},""w"":{""opinfo"":{""type"":""int"",""val"":13}},""function_kind"":""SetTensor4dDescriptor"",""duration"":0,""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""n"":{""opinfo"":{""type"":""int"",""val"":1}},""c"":{""opinfo"":{""val"":256,""type"":""int""}},""function_name"":""cudnnSetTensor4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.894703Z""}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.018,2019-06-04T18:09:15.894721Z,"{""n"":{""opinfo"":{""val"":1,""type"":""int""}},""c"":{""opinfo"":{""type"":""int"",""val"":256}},""h"":{""opinfo"":{""type"":""int"",""val"":13}},""w"":{""opinfo"":{""type"":""int"",""val"":13}},""h_stride"":{""opinfo"":{""val"":13,""type"":""int""}},""function_name"":""cudnnSetTensor4dDescriptorEx"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":43264}},""c_stride"":{""opinfo"":{""type"":""int"",""val"":169}},""w_stride"":{""opinfo"":{""type"":""int"",""val"":1}},""function_kind"":""SetTensor4dDescriptorEx"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894721Z""}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.014,2019-06-04T18:09:15.894739Z,"{""n"":{""opinfo"":{""type"":""int"",""val"":1}},""c"":{""opinfo"":{""val"":256,""type"":""int""}},""function_kind"":""SetTensor4dDescriptor"",""function_name"":""cudnnSetTensor4dDescriptor"",""duration"":0,""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""h"":{""opinfo"":{""type"":""int"",""val"":6}},""w"":{""opinfo"":{""type"":""int"",""val"":6}},""time_stamp"":""2019-06-04T18:09:15.894739Z""}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.015,2019-06-04T18:09:15.894753Z,"{""n"":{""opinfo"":{""type"":""int"",""val"":1}},""c_stride"":{""opinfo"":{""val"":36,""type"":""int""}},""h_stride"":{""opinfo"":{""val"":6,""type"":""int""}},""function_kind"":""SetTensor4dDescriptorEx"",""function_name"":""cudnnSetTensor4dDescriptorEx"",""time_stamp"":""2019-06-04T18:09:15.894753Z"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""c"":{""opinfo"":{""val"":256,""type"":""int""}},""h"":{""opinfo"":{""type"":""int"",""val"":6}},""w"":{""opinfo"":{""val"":6,""type"":""int""}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":9216}},""w_stride"":{""opinfo"":{""type"":""int"",""val"":1}},""duration"":0}"
SetPooling2dDescriptor,cudnnSetPooling2dDescriptor,0.013,2019-06-04T18:09:15.894768Z,"{""window_width"":{""opinfo"":{""type"":""int"",""val"":3}},""vertical_padding"":{""opinfo"":{""type"":""int"",""val"":0}},""function_kind"":""SetPooling2dDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894768Z"",""window_height"":{""opinfo"":{""val"":3,""type"":""int""}},""maxpooling_nan_opt"":{""opinfo"":{""type"":""cudnnNanPropagation_t"",""val"":""CUDNN_NOT_PROPAGATE_NAN (0)""}},""horizontal_padding"":{""opinfo"":{""type"":""int"",""val"":0}},""vertical_stride"":{""opinfo"":{""type"":""int"",""val"":2}},""horizontal_stride"":{""opinfo"":{""type"":""int"",""val"":2}},""function_name"":""cudnnSetPooling2dDescriptor"",""mode"":{""opinfo"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""}}}"
SetPoolingNdDescriptor,cudnnSetPoolingNdDescriptor,0.024,2019-06-04T18:09:15.894781Z,"{""window_dim_a"":{""opinfo"":{""type"":""int"",""val"":[3,3]}},""stride_a"":{""opinfo"":{""type"":""int"",""val"":[2,2]}},""function_name"":""cudnnSetPoolingNdDescriptor"",""time_stamp"":""2019-06-04T18:09:15.894781Z"",""mode"":{""opinfo"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""}},""nb_dims"":{""opinfo"":{""type"":""int"",""val"":2}},""padding_a"":{""opinfo"":{""type"":""int"",""val"":[0,0]}},""function_kind"":""SetPoolingNdDescriptor"",""duration"":0,""maxpooling_nan_opt"":{""opinfo"":{""val"":""CUDNN_NOT_PROPAGATE_NAN (0)"",""type"":""cudnnNanPropagation_t""}}}"
PoolingForward,cudnnPoolingForward,0.987,2019-06-04T18:09:15.894805Z,"{""time_stamp"":""2019-06-04T18:09:15.894805Z"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""src_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,13,13],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[43264,169,13,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""PoolingForward"",""duration"":0,""dest_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,256,6,6]},""stride_a"":{""type"":""int"",""val"":[9216,36,6,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""dest_data"":{""opinfo"":{""location"":""dev"",""addr"":140349410091008}},""function_name"":""cudnnPoolingForward"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""pooling_desc"":{""window_dim_a"":{""val"":[3,3],""type"":""int""},""padding_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[2,2]},""opinfo"":{""type"":""cudnnPoolingDescriptor_t""},""mode"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""},""nb_dims"":{""type"":""int"",""val"":2},""maxpooling_nan_opt"":{""type"":""cudnnNanPropagation_t"",""val"":""CUDNN_NOT_PROPAGATE_NAN (0)""}},""src_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}}}"
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.049,2019-06-04T18:09:15.895792Z,"{""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.895792Z"",""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)""}},""duration"":0,""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""w_desc"":{""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dy_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""val"":4,""type"":""int""}},""conv_desc"":{""dilation_a"":{""type"":""int"",""val"":[1,1]},""pad_a"":{""val"":[0,0],""type"":""int""},""array_length"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""group_count"":{""type"":""int"",""val"":1},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[4,4]}},""dx_desc"":{""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}}}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.03,2019-06-04T18:09:15.895841Z,"{""time_stamp"":""2019-06-04T18:09:15.895841Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dw_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""}},""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize"",""duration"":0,""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""x_desc"":{""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,3,224,224]}},""dy_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""conv_desc"":{""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""group_count"":{""type"":""int"",""val"":1},""stride_a"":{""type"":""int"",""val"":[4,4]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""val"":[0,0],""type"":""int""},""array_length"":{""type"":""int"",""val"":2}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}}}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.039,2019-06-04T18:09:15.895871Z,"{""x_desc"":{""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""w_desc"":{""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4}},""conv_desc"":{""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""val"":[4,4],""type"":""int""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""group_count"":{""type"":""int"",""val"":1},""array_length"":{""type"":""int"",""val"":2},""dilation_a"":{""type"":""int"",""val"":[1,1]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)"",""type"":""cudnnConvolutionFwdAlgo_t""}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""y_desc"":{""stride_a"":{""val"":[279936,2916,54,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]}},""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.895871Z""}"
ConvolutionForward,cudnnConvolutionForward,0.055,2019-06-04T18:09:15.89591Z,"{""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""conv_desc"":{""array_length"":{""type"":""int"",""val"":2},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""dilation_a"":{""val"":[1,1],""type"":""int""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""group_count"":{""type"":""int"",""val"":1},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[4,4]}},""function_kind"":""ConvolutionForward"",""time_stamp"":""2019-06-04T18:09:15.89591Z"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""duration"":0,""w_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""y_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""y_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""function_name"":""cudnnConvolutionForward"",""work_space_size_in_bytes"":{""opinfo"":{""val"":4,""type"":""size_t""}},""beta"":{""opinfo"":{""val"":0,""type"":""CUDNN_DATA_FLOAT""}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""x_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390238720}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)""}}}"
AddTensor,cudnnAddTensor,0.062,2019-06-04T18:09:15.895965Z,"{""bias_data"":{""opinfo"":{""location"":""dev"",""addr"":140349263565824}},""src_dest_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""}},""function_kind"":""AddTensor"",""time_stamp"":""2019-06-04T18:09:15.895965Z"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""bias_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,96,1,1],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[96,1,1,1]}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""src_dest_data"":{""opinfo"":{""addr"":140349418766336,""location"":""dev""}},""function_name"":""cudnnAddTensor"",""duration"":0,""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}}}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.019,2019-06-04T18:09:15.896027Z,"{""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""c"":{""opinfo"":{""type"":""int"",""val"":96}},""h"":{""opinfo"":{""type"":""int"",""val"":54}},""w"":{""opinfo"":{""type"":""int"",""val"":54}},""function_name"":""cudnnSetTensor4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.896027Z"",""n"":{""opinfo"":{""type"":""int"",""val"":1}},""function_kind"":""SetTensor4dDescriptor"",""duration"":0}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.019,2019-06-04T18:09:15.896046Z,"{""n"":{""opinfo"":{""val"":1,""type"":""int""}},""h"":{""opinfo"":{""val"":54,""type"":""int""}},""c_stride"":{""opinfo"":{""type"":""int"",""val"":2916}},""h_stride"":{""opinfo"":{""type"":""int"",""val"":54}},""duration"":0,""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""c"":{""opinfo"":{""type"":""int"",""val"":96}},""w"":{""opinfo"":{""val"":54,""type"":""int""}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":279936}},""w_stride"":{""opinfo"":{""type"":""int"",""val"":1}},""function_kind"":""SetTensor4dDescriptorEx"",""function_name"":""cudnnSetTensor4dDescriptorEx"",""time_stamp"":""2019-06-04T18:09:15.896046Z""}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.014,2019-06-04T18:09:15.896065Z,"{""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""w"":{""opinfo"":{""type"":""int"",""val"":26}},""function_name"":""cudnnSetTensor4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.896065Z"",""format"":{""opinfo"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""}},""n"":{""opinfo"":{""type"":""int"",""val"":1}},""c"":{""opinfo"":{""type"":""int"",""val"":96}},""h"":{""opinfo"":{""val"":26,""type"":""int""}},""function_kind"":""SetTensor4dDescriptor"",""duration"":0}"
